trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
734,False,"{'a': 0.01, 'e': 7.889262586245034e-06}",25,19,13.148425358963326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.01, 'e': 7.50450159711e-06}",20,12,14.944702404556509,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.01, 'e': 7.1385053480684604e-06}",20,13,11.409049942746071,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.01, 'e': 6.790358698095124e-06}",20,6,19.142754828229467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.01, 'e': 6.4591911356308384e-06}",20,9,25.0173532378287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.01, 'e': 6.144174602214718e-06}",25,7,31.549078740677505,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.01, 'e': 5.844521422236271e-06}",25,13,20.57134683153362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.01, 'e': 5.559482333634486e-06}",25,17,13.947063722851716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.01, 'e': 5.288344614622303e-06}",20,16,6.397805974727223,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.01, 'e': 5.030430301755121e-06}",25,11,27.095630239067866,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.01, 'e': 4.785094494890119e-06}",25,13,24.377766392947095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.01, 'e': 4.551723744799878e-06}",25,14,19.569671087055504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.01, 'e': 4.329734519410794e-06}",30,18,22.88322442952966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.01, 'e': 4.118571744832628e-06}",20,9,20.830810043145554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.01, 'e': 3.917707417532788e-06}",20,11,18.088576038650636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.01, 'e': 3.726639284186561e-06}",20,13,13.163555469652366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.01, 'e': 3.5448895859034296e-06}",30,18,25.351421074809934,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.01, 'e': 3.372003863690781e-06}",25,11,26.349041662455292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.01, 'e': 3.2075498221689923e-06}",20,10,15.145736369555845,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.01, 'e': 3.0511162486976498e-06}",35,18,28.670164744076526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.01, 'e': 2.902311985211097e-06}",20,2,31.86862153698102,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.01, 'e': 2.7607649501930464e-06}",25,19,13.23177572892865,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.01, 'e': 2.6261212083455865e-06}",25,18,12.70528522189268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.01, 'e': 2.498044085626793e-06}",20,7,17.998317166603513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.01, 'e': 2.376213327444744e-06}",30,18,25.199646215312697,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.01, 'e': 2.2603242979035746e-06}",20,8,21.59766078177882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.01, 'e': 2.150087218099642e-06}",20,14,9.979018310157894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.01, 'e': 2.0452264415637335e-06}",20,14,12.213942943225987,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.01, 'e': 1.945479765037834e-06}",30,23,14.609538925425404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.01, 'e': 1.8505977728634502e-06}",25,19,10.236483681737441,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.01, 'e': 1.7603432133424856e-06}",30,16,28.500347608872403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.01, 'e': 1.6744904055114527e-06}",30,12,34.72748971472315,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.01, 'e': 1.5928246748460232e-06}",20,12,16.819269184191253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.01, 'e': 1.5151418164850468e-06}",20,15,11.968542063064522,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.01, 'e': 1.4412475846320732e-06}",20,8,21.450253579440385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.01, 'e': 1.3709572068578448e-06}",30,16,27.589224890726797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.01, 'e': 1.3040949220893727e-06}",25,14,17.36269937393472,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.01, 'e': 1.2404935411305767e-06}",25,11,27.982318982510275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.01, 'e': 1.1799940286156403e-06}",20,8,23.183001556122512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.01, 'e': 1.1224451053499136e-06}",20,5,22.905580613740966,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.01, 'e': 1.067702870044147e-06}",25,8,33.2078448563546,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.01, 'e': 1.015630439496253e-06}",25,13,22.90692826975178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.01, 'e': 9.66097606321025e-07}",20,12,15.316087686997493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.01, 'e': 9.189805133719969e-07}",20,11,17.36197550757144,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.01, 'e': 8.741613440414344e-07}",20,12,13.975836425932659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.01, 'e': 8.315280276641321e-07}",30,15,30.985809703533135,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.01, 'e': 7.909739592884031e-07}",20,13,12.567900328107104,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.01, 'e': 7.523977331136453e-07}",20,15,8.016725163086363,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.01, 'e': 7.1570288892796e-07}",30,21,15.201650464065786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.01, 'e': 6.807976709118488e-07}",35,24,21.04698048041512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.01, 'e': 6.475947982049267e-07}",25,7,28.290728090441384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.01, 'e': 6.16011246661963e-07}",20,6,29.006618278190597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.01, 'e': 5.859680412525945e-07}",20,16,7.68034966514008,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.01, 'e': 5.57390058585609e-07}",25,2,40.57495383856648,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.01, 'e': 5.302058390640474e-07}",25,17,15.224085571100794,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.01, 'e': 5.043474082014517e-07}",30,15,31.202185372271405,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.01, 'e': 4.797501066524569e-07}",20,2,29.87498730784666,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.01, 'e': 4.563524285327645e-07}",35,19,32.40480355559985,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.01, 'e': 4.3409586762421055e-07}",20,14,9.021964618143176,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.01, 'e': 4.129247710803894e-07}",20,11,18.00136977896161,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.01, 'e': 3.927862002670442e-07}",20,14,11.535818239107947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.01, 'e': 3.736297983892476e-07}",30,24,10.658264516358411,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.01, 'e': 3.554076645744099e-07}",25,19,13.854455013377343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.01, 'e': 3.380742340962473e-07}",20,8,22.328308735913307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.01, 'e': 3.215861644402295e-07}",25,12,21.778494281531373,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.01, 'e': 3.059022269256247e-07}",25,16,20.908419284461523,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.01, 'e': 2.9098320361313507e-07}",20,14,11.54824785324784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.01, 'e': 2.7679178924036446e-07}",20,14,10.84387889731513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.01, 'e': 2.632924979398981e-07}",30,14,26.75834339644893,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.01, 'e': 2.5045157450675484e-07}",20,12,17.623169283251578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.01, 'e': 2.38236909993343e-07}",25,7,28.249827786609032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.01, 'e': 2.2661796142085892e-07}",35,23,21.071106474848687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.01, 'e': 2.155656754063825e-07}",20,15,9.534929213418566,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.01, 'e': 2.0505241551469094e-07}",20,10,16.466076842698495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.01, 'e': 1.950518931531418e-07}",30,20,19.204996417425683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.01, 'e': 1.8553910183683314e-07}",20,8,25.921418837014393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.01, 'e': 1.7649025465966366e-07}",20,16,7.334606046318916,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.01, 'e': 1.6788272481495197e-07}",25,16,18.46185314310173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.01, 'e': 1.5969498901687926e-07}",20,5,30.15990842153734,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.01, 'e': 1.5190657368128549e-07}",30,18,24.816809787550294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.01, 'e': 1.4449800373124837e-07}",20,14,11.952409435528521,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.01, 'e': 1.3745075389942726e-07}",25,8,30.76303671531164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.01, 'e': 1.307472024054121e-07}",30,20,18.29928678301739,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.01, 'e': 1.2437058689224217e-07}",25,20,9.925501412824767,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.01, 'e': 1.1830496251191702e-07}",20,12,17.546120883464848,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.01, 'e': 1.12535162055095e-07}",25,5,34.0647239176057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.01, 'e': 1.0704675802527846e-07}",25,13,23.992985482915397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.01, 'e': 1.0182602656265912e-07}",25,16,20.843386175258768,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.01, 'e': 9.685991312740994e-08}",20,12,14.034482058723992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,15,19.79784318951873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,10,30.810266274694413,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,16,9.48463896729584,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,12,14.691125672272443,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,15,21.589846517231024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,14,22.18977721828404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,15,17.04701565570537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,17,12.843682624950095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,11,14.886847715975717,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,13.627511601754575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,7,24.532214684320575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,10,18.38022423726954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,18,19.82129170441443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,18,12.918950090984113,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,12,18.081457108811104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,9,32.511490081322556,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,13,13.289184158976415,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,13.192506292370098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,15,29.617212377111144,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,13,32.242286452198435,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,9,19.362637783101484,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,13,21.34348316913147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,11,27.372838693741784,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,13,22.6431531343479,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,9,19.62904113671434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,11,18.919450503284143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,12,23.550025166803724,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,12,12.618948695498851,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",30,7,38.29624280604729,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,14,18.252448796740488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,13,22.988532858811524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,9,33.0611957853994,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,12,24.278714990232746,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,15,18.043011061685373,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,12,15.607376875253385,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,7,21.333258832411744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,14,10.066583572147502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,16,7.036742208013794,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,14,12.487169038505346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",30,19,18.035311733021587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,5,33.60696991256126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,10,20.83839802519351,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,14,11.027443153489237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,14,17.71730753486422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,15,10.557776637203045,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,11,28.175089955543367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,14,10.270739817307835,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,12,24.545412336226317,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,18,13.6386616592429,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",35,12,36.15206999681417,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
