trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.01, 'e': 0.9986414800495711}",20,0,-47.88899773769354,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
368,False,"{'a': 0.01, 'e': 0.9985719267115775}",30,0,-204.32835634842354,"{0: 14, 1: 4, 2: 8, 3: 2, 4: 2}",0
369,False,"{'a': 0.01, 'e': 0.998498817743263}",20,0,-40.55215577741781,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
370,False,"{'a': 0.01, 'e': 0.9984219719395961}",30,0,-278.1305420560421,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 6}",0
371,False,"{'a': 0.01, 'e': 0.9983411989198255}",25,3,-59.77780044066246,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.9982562986690452}",30,0,-227.55646302690644,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 5}",0
373,False,"{'a': 0.01, 'e': 0.9981670610575072}",20,0,-104.60385841338132,"{0: 8, 1: 8, 2: 3, 3: 0, 4: 1}",0
374,False,"{'a': 0.01, 'e': 0.9980732653366725}",25,0,-20.865965079303994,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
375,False,"{'a': 0.01, 'e': 0.9979746796109501}",20,7,-19.99927825438441,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.9978710602840357}",20,0,-21.13412749721025,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
377,False,"{'a': 0.01, 'e': 0.9977621514787236}",20,0,-55.02156564453943,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
378,False,"{'a': 0.01, 'e': 0.997647684429022}",20,0,-141.31128916227726,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
379,False,"{'a': 0.01, 'e': 0.9975273768433653}",20,0,-170.18163790985338,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
380,False,"{'a': 0.01, 'e': 0.9974009322376768}",25,0,-50.7499160314305,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
381,False,"{'a': 0.01, 'e': 0.997268039236989}",20,0,-105.38875802407344,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
382,False,"{'a': 0.01, 'e': 0.9971283708442995}",20,0,-52.00928217639012,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
383,False,"{'a': 0.01, 'e': 0.9969815836752917}",25,0,-103.73774172918694,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
384,False,"{'a': 0.01, 'e': 0.9968273171575148}",20,0,-156.4094311803684,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
385,False,"{'a': 0.01, 'e': 0.9966651926925867}",20,0,-68.40605539036399,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
386,False,"{'a': 0.01, 'e': 0.9964948127799336}",30,0,-96.3508240789798,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
387,False,"{'a': 0.01, 'e': 0.9963157601005641}",20,0,-167.19578657606152,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
388,False,"{'a': 0.01, 'e': 0.9961275965593289}",25,0,-86.20361989752165,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
389,False,"{'a': 0.01, 'e': 0.995929862284104}",25,0,-95.45124803427849,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
390,False,"{'a': 0.01, 'e': 0.9957220745802952}",20,0,-108.24820973107015,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
391,False,"{'a': 0.01, 'e': 0.9955037268390589}",25,0,-99.1587529470778,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
392,False,"{'a': 0.01, 'e': 0.9952742873976046}",25,0,-39.72533013319591,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
393,False,"{'a': 0.01, 'e': 0.995033198349943}",25,0,-49.40758218657535,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
394,False,"{'a': 0.01, 'e': 0.9947798743064417}",20,0,-123.11870379676992,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
395,False,"{'a': 0.01, 'e': 0.9945137011005495}",30,0,-130.80258601378256,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
396,False,"{'a': 0.01, 'e': 0.994234034441075}",25,0,-148.03500107577267,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
397,False,"{'a': 0.01, 'e': 0.9939401985084158}",20,0,-57.51055475663506,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
398,False,"{'a': 0.01, 'e': 0.9936314844931846}",20,6,-65.20777502298083,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
399,False,"{'a': 0.01, 'e': 0.9933071490757153}",20,0,-31.66230831912298,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
400,False,"{'a': 0.01, 'e': 0.9929664128450049}",25,0,-117.31566410767203,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
401,False,"{'a': 0.01, 'e': 0.9926084586557181}",20,0,-70.21367958440446,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
402,False,"{'a': 0.01, 'e': 0.9922324299219849}",35,0,-146.64011168014267,"{0: 20, 1: 4, 2: 9, 3: 1, 4: 1}",0
403,False,"{'a': 0.01, 'e': 0.9918374288468401}",25,0,-137.1899350711407,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
404,False,"{'a': 0.01, 'e': 0.991422514586288}",30,0,-57.2233655955148,"{0: 18, 1: 8, 2: 4, 3: 0, 4: 0}",0
405,False,"{'a': 0.01, 'e': 0.990986701347152}",20,0,-76.75777795836234,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
406,False,"{'a': 0.01, 'e': 0.9905289564180538}",20,0,-92.41203804371926,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
407,False,"{'a': 0.01, 'e': 0.9900481981330957}",25,0,-115.62813248151467,"{0: 12, 1: 7, 2: 4, 3: 1, 4: 1}",0
408,False,"{'a': 0.01, 'e': 0.9895432937680818}",20,0,-126.82418763773603,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
409,False,"{'a': 0.01, 'e': 0.9890130573694068}",25,0,-110.98520716205991,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
410,False,"{'a': 0.01, 'e': 0.9884562475160777}",30,0,-117.26308297521078,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
411,False,"{'a': 0.01, 'e': 0.9878715650157257}",20,0,-101.14876773416114,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
412,False,"{'a': 0.01, 'e': 0.9872576505358884}",20,0,-149.05556453063747,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
413,False,"{'a': 0.01, 'e': 0.9866130821723351}",20,0,-93.72729659463438,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
414,False,"{'a': 0.01, 'e': 0.9859363729567544}",20,0,-68.00278815732379,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
415,False,"{'a': 0.01, 'e': 0.9852259683067269}",20,0,-118.23966335263015,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
416,False,"{'a': 0.01, 'e': 0.9844802434215911}",25,13,-16.471167551482267,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.9836975006285591}",30,0,-85.04433157368267,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
418,False,"{'a': 0.01, 'e': 0.9828759666842724}",20,0,-88.53009252155725,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
419,False,"{'a': 0.01, 'e': 0.9820137900379085}",20,13,-13.196716794002404,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.01, 'e': 0.9811090380629609}",25,0,-168.68984075855045,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
421,False,"{'a': 0.01, 'e': 0.9801596942659225}",25,0,-137.37119466222418,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
422,False,"{'a': 0.01, 'e': 0.9791636554813196}",20,0,-65.38759439438329,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
423,False,"{'a': 0.01, 'e': 0.9781187290638694}",20,0,-125.96129221632923,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
424,False,"{'a': 0.01, 'e': 0.9770226300899744}",20,0,-34.75618223300693,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
425,False,"{'a': 0.01, 'e': 0.9758729785823308}",35,3,-42.977556968278655,"{0: 23, 1: 5, 2: 4, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.9746672967731284}",30,0,-163.51231456905444,"{0: 15, 1: 5, 2: 8, 3: 0, 4: 2}",0
427,False,"{'a': 0.01, 'e': 0.973403006423134}",30,3,-115.1358991013709,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 2}",1
428,False,"{'a': 0.01, 'e': 0.9720774262159271}",20,0,-80.3466483664744,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
429,False,"{'a': 0.01, 'e': 0.9706877692486436}",20,0,-143.55873568361358,"{0: 8, 1: 4, 2: 5, 3: 2, 4: 1}",0
430,False,"{'a': 0.01, 'e': 0.969231140642852}",20,0,-127.30023637465958,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
431,False,"{'a': 0.01, 'e': 0.9677045353015495}",30,0,-167.01022920003072,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
432,False,"{'a': 0.01, 'e': 0.9661048358408219}",20,0,-108.35182109263415,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
433,False,"{'a': 0.01, 'e': 0.9644288107273639}",25,12,-44.045404784116926,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
434,False,"{'a': 0.01, 'e': 0.9626731126558706}",25,0,-42.57729375306443,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
435,False,"{'a': 0.01, 'e': 0.9608342772032357}",30,0,-181.27472747473394,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
436,False,"{'a': 0.01, 'e': 0.958908721799535}",30,0,-80.83046547283993,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
437,False,"{'a': 0.01, 'e': 0.9568927450589139}",20,0,-76.6378620455727,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
438,False,"{'a': 0.01, 'e': 0.9547825265167125}",20,0,-122.98447069345269,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
439,False,"{'a': 0.01, 'e': 0.9525741268224334}",25,0,-67.21304176467937,"{0: 14, 1: 6, 2: 5, 3: 0, 4: 0}",0
440,False,"{'a': 0.01, 'e': 0.9502634884414434}",20,0,-205.2106949179331,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
441,False,"{'a': 0.01, 'e': 0.9478464369215823}",20,10,-8.652672858771155,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.9453186827840592}",25,0,-93.23422907145851,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
443,False,"{'a': 0.01, 'e': 0.9426758241011313}",20,0,-133.74865435897684,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
444,False,"{'a': 0.01, 'e': 0.9399133498259924}",20,0,-145.64684086760371,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
445,False,"{'a': 0.01, 'e': 0.9370266439430035}",20,0,-143.1473864218728,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
446,False,"{'a': 0.01, 'e': 0.9340109905087812}",25,0,-118.87687366257413,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
447,False,"{'a': 0.01, 'e': 0.9308615796566533}",25,3,-64.37629638281662,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
448,False,"{'a': 0.01, 'e': 0.9275735146384823}",20,0,-81.89594820930871,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
449,False,"{'a': 0.01, 'e': 0.9241418199787566}",25,0,-105.98995057128114,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
450,False,"{'a': 0.01, 'e': 0.9205614508160216}",25,0,-71.20046129022967,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
451,False,"{'a': 0.01, 'e': 0.9168273035060777}",35,18,-4.495604803600018,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
452,False,"{'a': 0.01, 'e': 0.9129342275597286}",20,0,-149.88947634180556,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
453,False,"{'a': 0.01, 'e': 0.9088770389851438}",25,0,-109.13322669291186,"{0: 13, 1: 7, 2: 3, 3: 1, 4: 1}",0
454,False,"{'a': 0.01, 'e': 0.9046505351008906}",20,4,-69.19225497516447,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
455,False,"{'a': 0.01, 'e': 0.9002495108803148}",20,0,-106.08998867275844,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
456,False,"{'a': 0.01, 'e': 0.8956687768809987}",20,3,-90.72751338536685,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
457,False,"{'a': 0.01, 'e': 0.8909031788043871}",25,0,-103.26707396117068,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
458,False,"{'a': 0.01, 'e': 0.8859476187202091}",20,0,-109.76461309888295,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
459,False,"{'a': 0.01, 'e': 0.8807970779778823}",20,0,-120.26926682028918,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
460,False,"{'a': 0.01, 'e': 0.8754466418125836}",20,0,-48.372959724528954,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
461,False,"{'a': 0.01, 'e': 0.8698915256370021}",30,18,-78.71516536630773,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 2}",1
462,False,"{'a': 0.01, 'e': 0.8641271029909058}",20,8,-82.20994681399323,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
463,False,"{'a': 0.01, 'e': 0.8581489350995123}",20,0,-116.93326057841323,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
464,False,"{'a': 0.01, 'e': 0.8519528019683106}",20,10,-30.326716736669546,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
465,False,"{'a': 0.01, 'e': 0.8455347349164652}",25,0,-54.2951356575298,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
466,False,"{'a': 0.01, 'e': 0.8388910504234147}",25,18,11.906683825052134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.01, 'e': 0.8320183851339245}",20,0,-46.108996203008914,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
468,False,"{'a': 0.01, 'e': 0.8249137318359602}",20,0,-61.732217816302175,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
469,False,"{'a': 0.01, 'e': 0.8175744761936437}",20,0,-179.52309880491703,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
470,False,"{'a': 0.01, 'e': 0.8099984339846871}",20,0,-172.09924433524648,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
471,False,"{'a': 0.01, 'e': 0.8021838885585818}",25,7,-20.538171209894056,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
472,False,"{'a': 0.01, 'e': 0.7941296281990528}",30,20,-44.656546813820356,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
473,False,"{'a': 0.01, 'e': 0.7858349830425586}",20,8,-28.72775014117169,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
474,False,"{'a': 0.01, 'e': 0.7772998611746911}",20,0,-18.56405916184674,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
475,False,"{'a': 0.01, 'e': 0.7685247834990178}",25,0,-27.20155917984154,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
476,False,"{'a': 0.01, 'e': 0.759510916949111}",30,0,-76.6535767364186,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
477,False,"{'a': 0.01, 'e': 0.7502601055951177}",30,0,-102.88100880856032,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
478,False,"{'a': 0.01, 'e': 0.740774899182154}",25,2,-60.488966848480665,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 0}",1
479,False,"{'a': 0.01, 'e': 0.7310585786300049}",20,0,-120.04080245713989,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
480,False,"{'a': 0.01, 'e': 0.7211151780228631}",25,7,1.3514614931272027,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.01, 'e': 0.7109495026250039}",20,0,-146.50188968147097,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
482,False,"{'a': 0.01, 'e': 0.700567142473973}",35,19,-94.1826115113662,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
483,False,"{'a': 0.01, 'e': 0.6899744811276125}",25,0,-53.7459463177364,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
484,False,"{'a': 0.01, 'e': 0.679178699175393}",25,0,-15.89339283156558,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
485,False,"{'a': 0.01, 'e': 0.6681877721681662}",25,0,-96.9743666183623,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
486,False,"{'a': 0.01, 'e': 0.6570104626734988}",30,0,-98.19801026013732,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
487,False,"{'a': 0.01, 'e': 0.6456563062257954}",20,0,-20.406051649774206,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
488,False,"{'a': 0.01, 'e': 0.6341355910108007}",20,0,-54.08609061531157,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
489,False,"{'a': 0.01, 'e': 0.6224593312018546}",25,14,6.30509603374415,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.01, 'e': 0.610639233949222}",30,0,-71.57965690711173,"{0: 20, 1: 7, 2: 2, 3: 0, 4: 1}",0
491,False,"{'a': 0.01, 'e': 0.598687660112452}",30,13,-26.565380138668417,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
492,False,"{'a': 0.01, 'e': 0.5866175789173301}",25,15,-24.67990795602152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
493,False,"{'a': 0.01, 'e': 0.574442516811659}",20,11,-2.263677866986315,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.01, 'e': 0.5621765008857981}",35,0,-156.63294329904912,"{0: 25, 1: 2, 2: 5, 3: 0, 4: 3}",0
495,False,"{'a': 0.01, 'e': 0.549833997312478}",30,10,11.95346776010195,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
496,False,"{'a': 0.01, 'e': 0.5374298453437496}",20,14,11.288608522448818,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.01, 'e': 0.52497918747894}",20,10,-6.996952040421982,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
498,False,"{'a': 0.01, 'e': 0.5124973964842103}",20,9,-64.55887055351685,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
499,False,"{'a': 0.01, 'e': 0.5}",20,15,1.3474974727695908,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.01, 'e': 0.4875026035157896}",30,8,22.411017120526637,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.01, 'e': 0.47502081252106}",25,10,11.508452194586141,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
502,False,"{'a': 0.01, 'e': 0.46257015465625045}",20,9,12.267949519607642,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.01, 'e': 0.45016600268752216}",25,11,-94.45563572546921,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
504,False,"{'a': 0.01, 'e': 0.43782349911420193}",20,12,-3.207847281576557,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.01, 'e': 0.425557483188341}",20,12,12.053043848942089,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.01, 'e': 0.41338242108267}",25,15,-35.088745489432355,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
507,False,"{'a': 0.01, 'e': 0.401312339887548}",30,19,-26.876230642692242,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
508,False,"{'a': 0.01, 'e': 0.389360766050778}",25,11,-11.21077293790804,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
509,False,"{'a': 0.01, 'e': 0.3775406687981454}",20,2,-30.846239450071664,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
510,False,"{'a': 0.01, 'e': 0.36586440898919936}",20,6,11.713001989837554,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.01, 'e': 0.35434369377420455}",30,0,-86.23787315194257,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
512,False,"{'a': 0.01, 'e': 0.34298953732650117}",25,11,-38.568615533592684,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
513,False,"{'a': 0.01, 'e': 0.3318122278318339}",25,13,8.498520837140193,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.01, 'e': 0.320821300824607}",20,0,-76.60711435648977,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
515,False,"{'a': 0.01, 'e': 0.31002551887238755}",25,8,-9.652657598385542,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
516,False,"{'a': 0.01, 'e': 0.29943285752602705}",25,1,-26.476090618088246,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 1}",1
517,False,"{'a': 0.01, 'e': 0.289050497374996}",25,14,14.616461709380143,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.01, 'e': 0.2788848219771369}",20,9,3.959690075681335,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.01, 'e': 0.2689414213699951}",20,7,-9.17195377719456,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
520,False,"{'a': 0.01, 'e': 0.259225100817846}",25,2,31.925593172695656,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.01, 'e': 0.24973989440488234}",25,18,15.534554130165454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.01, 'e': 0.24048908305088887}",20,16,7.845533507239555,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.01, 'e': 0.23147521650098232}",20,11,16.082565529242093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.01, 'e': 0.22270013882530884}",25,12,24.554832653750196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.01, 'e': 0.2141650169574414}",20,15,-3.5768755110876658,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.01, 'e': 0.20587037180094733}",20,14,14.088599796712266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.01, 'e': 0.19781611144141822}",20,6,12.127390825913489,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
528,False,"{'a': 0.01, 'e': 0.19000156601531293}",20,3,30.69802380101521,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.01, 'e': 0.18242552380635635}",20,12,-9.073341011585473,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
530,False,"{'a': 0.01, 'e': 0.1750862681640398}",25,13,24.921879917569864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.01, 'e': 0.16798161486607552}",30,14,28.659878385864484,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.01, 'e': 0.16110894957658523}",20,15,-3.7629863145247615,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.01, 'e': 0.15446526508353467}",20,14,11.982331115623424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.01, 'e': 0.14804719803168948}",25,11,26.65526399395149,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.01, 'e': 0.14185106490048777}",20,14,9.434919165959155,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.01, 'e': 0.13587289700909427}",20,7,-14.673712385454206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
537,False,"{'a': 0.01, 'e': 0.13010847436299783}",20,12,4.32422722886349,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.01, 'e': 0.12455335818741639}",20,12,16.587886185694185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.01, 'e': 0.11920292202211755}",20,15,3.365949324826549,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.01, 'e': 0.11405238127979084}",20,16,10.580323393119336,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.01, 'e': 0.10909682119561293}",25,13,23.207240392413386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.01, 'e': 0.10433122311900131}",25,5,20.009229726305037,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.01, 'e': 0.09975048911968513}",20,0,22.88986165717862,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
544,False,"{'a': 0.01, 'e': 0.09534946489910949}",30,8,38.326301353846226,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.01, 'e': 0.09112296101485612}",20,15,7.423588951821513,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.01, 'e': 0.08706577244027125}",20,8,20.195830138221126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.01, 'e': 0.08317269649392235}",20,16,9.748850244564515,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.01, 'e': 0.07943854918397836}",20,15,9.47000825540028,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.01, 'e': 0.07585818002124355}",30,13,35.1522413567837,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.01, 'e': 0.07242648536151769}",25,13,25.25850655458544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
